acousticness;danceability;energy;valence;tempo;loudness;speechiness;instrumentalness;track_popularity;is_hit
6,92E+15;392;311;177;8575;-1026;332;0;;0
256;525;735;631;165954;-558;245;139;390;0
726;5,58E+15;55;46;79442;-15121;328;975;;0
416;649;4,64E+15;481;10004;-6615;228;0;0;0
797;632;852;4,27E+15;122069;-6634;476;107;;0
684;7,29E+15;8,32E+15;794;99917;-12438;455;7,76E+15;;0
407;408;8,59E+15;655;155064;-6336;587;26;0;0
132;836;888;457;1,29992E+16;-4194;166;0;;0
639;6,51E+15;402;258;119873;-9303;2,8E+14;77300000000;670;1
103;621;625;466;104969;-8424;389;0,00383;;0
688;457;937;536;170615;-3692;241;258;;0
148;293;983;1,37E+15;111912;-2919;238;0,00225;;0
841;649;903;412;121841;-3677;318;3,51E+12;670;1
22;5,43E+15;6,46E+15;946;170842;-11951;334;96;;0
256;494;805;465;119026;-7,087E+16;422;0;630;1
607;618;365;4,03E+15;9497;-8389;284;0;;0
942;149;1;134;69479;-3,5919E+15;412;12;0;0
8,32E+15;633;299;341;147548;-7,798E+15;353;0;600;1
72;3,99E+15;366;216;102266;-1359;326;875;;0
616;64;39;713;134315;-11439;304;0,00165;;0
351;556;672;435;7589;-5,713E+15;281;0;;0
286;7,81E+15;472;67;1,42426E+16;-8369;334;0,00454;;0
246;7,39E+15;853;8,59E+15;94996;-4385;429;0;;0
868;423;682;217;77987;-11885;6;916;;0
457;574;96;978;117486;-4,906E+16;32;0;700;1
813;132;912;944;78923;-21061;412;257;;0
297;76;883;51;98012;-5397;25;0;640;1
789;727;375;977;135705;-8581;53;349;;0
2,79E+15;532;462;485;80001;-1071;3;196;660;1
145;901;6,97E+15;67;93941;-3439;28;0;800;1
919;311;242;162;8,9922E+15;-19746;508;715;;0
985;408;203;733;68973;-19514;37;918;;0
124;7,81E+15;867;1,69E+15;124971;-10965;495;925;0;0
974;196;186;109;8,7254E+15;-1788;315;918;;0
116;585;868;8,24E+15;116417;-7199;313;5,38E+13;40;0
98;362;34;304;93365;-13525;601;678;;0
135;563;705;971;10227;-9862;1;0;;0
291;187;171;393;63911;-19866;355;922;;0
966;3,88E+15;175;39;77935;-29213;398;0,000191;10;0
969;58;125;529;89204;-15269;429;0,00133;20;0
0,00483;162;913;504;199716;-1183;17;264;;0
223;55;5,59E+15;382;133984;-898;269;0,00125;;0
5,82E+15;68;313;405;135034;-13672;347;0;640;1
605;461;485;302;87491;-1,1859E+16;343;182;;0
782;4,37E+15;335;638;136805;-14816;358;184;;0
818;728;283;53;1052;-11252;323;245;670;1
13;539;262;244;168018;-1695;392;1,17E+15;;0
109;6,63E+15;5,77E+15;4,54E+15;8,9996E+15;-7518;531;0;690;1
988;275;467;577;94203;-15913;326;8,14E+15;0;0
163;735;491;96;120052;-9723;311;0,000581;0;0
374;5,38E+15;7,96E+15;447;105028;-5648;407;0;;0
991;603;758;798;90651;-28412;466;9;0;0
104;813;547;8;119998;-5936;344;335;640;1
386;498;644;938;107159;-6358;714;305;;0
0,00407;467;6,99E+15;541;130011;-10121;415;715;;0
235;583;498;344;126984;-15586;668;775;100;0
3,38E+15;5,77E+15;345;3,28E+15;1,46302E+16;-12689;368;0;;0
967;191;207;148;8,8082E+15;-27584;327;94;;0
84;8,74E+15;281;8,69E+15;108762;-12103;758;443;0;0
1,71E+11;4,64E+15;955;599;75058;-3835;665;799;;0
41;452;877;612;165921;-5766;854;143;;0
932;389;133;375;1736;-1493;521;275;;0
634;411;35;324;1,64496E+16;-11538;317;22;;0
626;6,68E+15;5,92E+15;359;121994;-8247;382;774;0;0
341;703;8,39E+15;846;139836;-8,527E+15;393;844;;0
112;494;916;433;8,9468E+15;-4734;233;0,000443;600;1
701;542;931;561;119036;-4202;599;0,00297;;0
826;418;261;177;1279;-12458;33;519;;0
541;321;457;425;9407;-10658;276;0,000119;;0
298;708;556;573;130474;-6,952E+15;589;601;;0
752;481;629;364;92843;-8,973E+15;353;8,39E+15;;0
973;455;114;451;1,58927E+16;-14284;505;0,00551;;0
6,08E+13;64;972;841;17001;-5048;15;607;;0
498;4,04E+15;407;176;151895;-1,1256E+16;395;309;0;0
8,54E+15;787;397;165;74234;-15475;353;147;50;0
6,76E+15;516;241;601;140438;-1,5301E+16;333;13;;0
135;452;818;755;124474;-8124;439;0,00272;640;1
2,8E+14;794;735;667;113984;-6,758E+15;3,98E+15;0;;0
114;49;503;4,97E+15;8,2403E+15;-7727;209;0,00586;;0
327;28;908;26;118698;-5509;109;0,000885;740;1
875;466;244;291;76726;-10487;361;771;;0
6,63E+15;72;96;7,51E+15;12995;-3016;352;754;260;0
496;598;48;667;126959;-1047;284;263;;0
438;7,19E+15;476;762;10326;-11384;709;966;;0
23;466;648;305;90435;-11101;2,8E+14;0,00149;700;1
525;7,24E+15;631;6;174085;-7233;1,12E+15;0;;0
941;396;293;3,43E+15;100307;-14062;275;196;800;1
895;122;17;394;70512;-20135;347;764;10;0
695;509;505;8,27E+15;115165;-12151;434;608;;0
8,24E+15;428;17;354;121062;-18379;386;0,000116;;0
975;225;796;516;1143;-20204;396;7,14E+15;;0
6,56E+15;815;878;963;106083;-4847;425;0,000844;10;0
144;306;813;4,04E+15;80086;-437;349;595;0;0
209;75;6,89E+15;862;96961;-7,509E+15;271;0;;0
536;556;346;451;123869;-9809;311;0;640;1
976;3,43E+15;458;142;71083;-26469;831;0;;0
465;494;917;511;135061;-6813;103;4,32E+15;;0
83;677;648;139;105006;-12209;503;588;;0
992;368;36;378;113905;-250;527;919;;0
546;347;7,07E+15;423;119531;-7,827E+15;377;648;20;0
7,88E+15;6,56E+15;4,37E+15;762;70393;-768;176;0;;0
2,32E+15;69;406;507;16014;-941;106;0,000188;670;1
257;36;498;134;104694;-7914;3;0;;0
52;667;843;131;129999;-5239;764;919;;0
916;295;651;839;96336;-22099;403;602;;0
44;624;562;38;120043;-6504;387;0,000519;600;1
513;8,34E+15;73;446;1,55008E+16;-3714;222;0;830;1
931;287;252;311;97091;-1,1199E+16;279;8,49E+15;;0
995;568;231;4;162792;-20454;958;957;;0
647;348;446;297;8,2107E+15;-11436;298;7,76E+15;;0
375;655;782;8,32E+15;7,9427E+15;-4789;185;0;690;1
298;652;609;6,46E+15;98125;-9684;2,8E+14;0,000879;680;1
17;525;973;5,43E+15;104789;-6,122E+15;998;0;;0
989;345;118;389;8585;-26735;362;88;;0
156;6,71E+15;706;649;138026;-7394;302;437;;0
904;79;68;377;77999;-6756;471;0;360;0
144;485;645;105;114012;-9929;449;875;;0
0,00618;345;888;2,77E+15;124635;-7331;79;697;40;0
7,86E+15;642;374;799;124099;-9386;545;0;840;1
235;66;696;867;129599;-8,466E+15;302;0;;0
979;451;702;55;128368;-20383;503;187;;0
242;382;938;65;149436;-5569;645;0,00518;;0
995;667;266;687;119573;-1301;753;0,000891;;0
469;872;391;4,37E+15;1,34021E+16;-9144;242;0,000413;840;1
0,00231;307;943;268;92411;-5165;718;748;;0
157;742;433;674;104975;-12742;417;799;0;0
395;597;417;263;143839;-7,952E+15;502;0,000835;650;1
262;882;441;574;129977;-8115;5,76E+15;6,73E+15;;0
208;6,99E+15;7,49E+15;59;130015;-4979;523;266;;0
816;313;188;472;178264;-13274;313;0,00141;0;0
5,77E+15;535;435;32;80266;-8,428E+15;244;0,000126;30;0
984;149;321;404;7,8537E+15;-31672;539;918;60;0
831;598;181;201;12447;-14292;336;0,000146;400;0
848;193;977;569;146558;-25;5,8E+14;583;;0
703;868;479;7,76E+15;133928;-6687;445;0;670;1
43;619;616;158;105996;-8,402E+15;244;211;;0
592;4,58E+15;589;416;1,69961E+16;-4376;284;0;;0
693;478;247;171;11853;-11134;33;176;;0
956;821;504;726;148263;-12115;108;781;;0
989;155;777;383;104897;-2,6718E+16;416;5,48E+15;;0
159;395;877;684;162892;-3565;451;632;;0
346;7,34E+15;828;964;12706;-11018;318;118;690;1
654;777;411;596;96918;-15145;407;205;;0
142;816;5,38E+15;156;97054;-6354;617;496;650;1
282;593;626;467;100002;-896;245;8,54E+15;70;0
33;5,48E+15;924;242;124031;-448;689;0,00142;630;1
845;6,58E+15;813;7,09E+15;110934;-8544;321;734;20;0
261;565;546;426;140032;-5,298E+15;243;0;;0
127;6,56E+15;7,17E+15;809;123988;-4871;279;0,00122;620;1
363;43;765;541;140905;-7009;492;666;;0
363;477;794;221;124013;-603;378;8,08E+15;10;0
904;638;133;544;82758;-17706;498;8,44E+15;;0
214;672;851;4,48E+15;126005;-5,162E+15;365;949;;0
995;34;381;365;69375;-2973;671;955;;0
342;684;856;3,43E+15;117027;-2676;411;728;710;1
799;423;6,51E+15;14;107011;-8741;406;618;620;1
123;633;456;259;11702;-1,5484E+16;317;938;0;0
608;954;41;457;1,30074E+16;-7725;157;0,00176;690;1
994;158;398;374;85319;-28429;45;8,91E+15;;0
2,19E+15;517;502;319;125997;-7659;354;0;50;0
299;6,68E+15;903;632;12406;-594;489;244;;0
967;456;1,37E+15;165;1,57742E+16;-18176;574;464;;0
936;498;515;616;127761;-11985;395;0;;0
175;669;574;273;120013;-6442;286;294;810;1
259;2,69E+15;87;349;1,66654E+16;-6358;555;801;;0
236;505;652;53;95048;-6818;441;0,00183;140;0
79;768;346;682;126031;-12979;363;135;;0
161;395;914;399;144005;-365;496;0;130;0
94;248;22;191;71377;-10768;299;197;350;0
983;27;697;388;90657;-22471;592;0,000682;;0
451;723;843;3,23E+15;132957;-5558;386;0,00185;;0
103;757;635;2,27E+15;154952;-6,037E+15;431;0;;0
968;599;216;826;112438;-19157;447;908;0;0
8,76E+15;4,68E+15;256;256;122216;-8743;303;0;0;0
8,29E+15;6,41E+15;317;7,24E+15;1,77121E+16;-12197;444;0;10;0
382;6,89E+15;69;82;1,59943E+16;-6763;536;564;0;0
8,11E+15;345;359;238;108611;-12306;379;116;;0
22;4,43E+15;871;129;110838;-12092;835;329;;0
3,88E+15;604;425;34;121437;-12629;292;959;0;0
947;331;253;29;77583;-11486;309;3,31E+11;10;0
228;7,34E+15;619;6,51E+15;119646;-8976;466;2,83E+11;330;0
2,24E+15;687;583;21;95137;-10224;64;0;620;1
894;64;4,59E+15;298;133088;-10334;802;0;;0
4,43E+15;544;595;614;141901;-7815;669;0,000475;;0
17;696;841;7,14E+15;100133;-688;595;0;0;0
994;932;779;381;62745;-27659;549;714;;0
3,99E+15;8,39E+15;7,66E+15;976;1,41051E+16;-962;344;35;610;1
945;156;12;4;78054;-17221;525;316;;0
6,66E+15;357;445;307;8306;-10803;386;123;0;0
429;131;109;379;88604;-13473;292;777;;0
462;5,54E+15;705;6,99E+15;186363;-1,0244E+16;402;539;;0
956;5,54E+15;126;847;140874;-14309;333;249;;0
208;583;7,86E+15;573;123055;-3142;301;0;730;1
8,69E+15;693;257;603;90012;-7785;356;0;630;1
643;882;349;672;109924;-8742;134;0;;0
121;955;336;825;120021;-13339;392;0;;0
296;687;574;843;105243;-99;305;604;;0
0,00115;21;943;13;1,64844E+16;-7,656E+16;785;493;600;1
125;484;879;126;120001;-5359;358;556;;0
247;444;971;5,66E+15;95085;-5056;699;125;;0
987;588;128;368;113552;-11642;638;0;0;0
407;632;7,76E+15;47;79976;-6129;921;229;0;0
634;669;4,54E+15;763;105097;-1,3744E+16;846;202;20;0
195;5,54E+15;7,51E+15;496;1,49163E+16;-7316;301;0;100;0
244;758;591;723;9693;-10312;325;206;0;0
819;84;499;255;150033;-7,884E+15;337;0;;0
97;118;124;394;7,5728E+15;-32199;381;217;;0
988;1,01E+15;688;382;86867;-26644;363;55;;0
0,00386;677;7,88E+15;344;186862;-7874;916;852;;0
266;609;933;284;172017;-6,161E+16;163;8,06E+15;;0
973;4,97E+15;217;439;99909;-1658;352;875;0;0
171;753;91;825;123983;-2591;517;0;620;1
897;878;654;515;93026;-5035;192;121;620;1
887;209;486;173;132936;-35159;448;2,34E+15;;0
976;4,68E+15;135;846;117482;-25351;364;119;;0
8,34E+15;823;357;899;131137;-10036;847;0;110;0
18;619;69;452;1100;-5438;493;0;;0
93;184;208;761;111981;-17697;409;4,27E+15;;0
3,98E+15;727;62;555;105003;-6443;306;0;760;1
879;4,63E+15;259;807;99699;-15147;273;787;;0
195;616;564;281;113563;-15722;119;145;;0
0,00584;298;964;531;145644;-359;109;432;;0
181;778;5,77E+15;242;145918;-8075;154;0,00021;;0
411;738;601;66;9865;-946;331;0;400;0
852;3,98E+15;225;2,19E+15;77123;-11774;304;224;;0
28;3,78E+15;474;38;102379;-8202;271;138;660;1
247;7;962;769;93952;-2834;435;0;;0
215;6,99E+15;946;331;136007;-6363;415;855;;0
517;537;914;537;92989;-7,788E+16;397;527;;0
607;414;901;191;170226;-7267;73;924;;0
991;522;298;285;127767;-20992;549;941;;0
381;579;665;482;11974;-6,617E+15;436;0;;0
152;61;418;179;175446;-11106;277;197;;0
131;304;926;2,34E+15;8,7893E+15;-5,469E+15;702;294;0;0
767;364;125;346;90282;-18026;501;0;0;0
183;546;635;4,97E+15;95994;-8003;2,8E+14;8,69E+15;140;0
948;3,99E+15;32;186;91584;-2,1758E+15;151;8,32E+15;;0
344;316;418;242;72942;-9301;326;8,08E+15;;0
0,00777;318;846;466;144659;-3975;493;0;;0
977;296;111;993;8,8326E+15;-18977;455;72;;0
646;595;877;81;125015;-7414;442;879;620;1
561;6,63E+15;696;738;180113;-4957;103;0,00377;680;1
381;778;853;909;121704;-5,467E+16;462;0;20;0
642;3,78E+15;607;405;97524;-843;296;242;0;0
939;456;542;358;109665;-23611;805;3,23E+15;0;0
486;551;293;322;106798;-12503;272;273;720;1
59;768;627;774;130061;-684;483;0;700;1
7,91E+15;542;6,61E+15;97;120842;-7,997E+15;328;591;;0
475;931;762;831;112029;-6397;297;0;;0
353;617;522;805;10829;-15714;578;285;10;0
627;479;921;449;160054;-3,081E+16;214;6,46E+15;;0
102;585;765;947;8,7033E+15;-821;408;684;40;0
92;583;18;155;995;-16832;308;774;;0
752;604;249;314;9744;-8923;331;536;;0
614;765;3,29E+15;755;107861;-10303;354;0,000282;;0
992;267;109;126;17555;-20275;572;901;;0
903;556;159;369;8,7173E+15;-26411;777;0;;0
812;591;175;262;121636;-14192;502;0;;0
665;318;715;54;83182;-7364;446;2,11E+12;0;0
611;528;7,07E+15;462;1,36962E+16;-896;288;291;0;0
995;482;114;435;135656;-19261;443;926;;0
125;517;856;818;95017;-8049;297;101;;0
0,000079;314;948;157;125484;-8833;727;284;;0
972;361;2,19E+15;139;8,3761E+15;-15117;738;246;;0
527;691;763;257;87081;-6,633E+15;356;0;0;0
125;59;672;688;206247;-11792;412;0,000104;710;1
989;1,37E+15;222;994;80251;-18476;386;882;;0
765;56;347;245;120664;-1052;332;948;;0
143;808;289;27;8,3418E+15;-11441;334;426;;0
1,67E+15;405;496;264;82594;-695;312;868;;0
358;36;565;311;1,73281E+16;-4898;608;0;690;1
972;39;275;366;127747;-33086;548;0;;0
0,000451;191;972;718;170144;-6849;688;858;;0
0,00111;4,68E+15;923;6,99E+15;148014;-5113;36;473;;0
428;48;636;441;161216;-11003;315;7,71E+15;;0
739;652;77;6,61E+15;1,28051E+16;-5971;889;0;;0
133;838;807;82;132039;-769;54;224;;0
764;59;919;358;107909;-4,639E+15;48;0,00118;;0
921;39;418;457;13751;-11933;759;612;;0
193;914;309;449;110049;-14587;385;168;;0
943;246;119;102;76204;-38066;42;0;;0
254;601;7,12E+15;395;135026;-5581;246;78;;0
377;588;8,86E+15;5,43E+15;9811;-6,242E+15;316;963;;0
985;361;605;912;81538;-23845;417;127;;0
492;49;727;545;122186;-7905;32;948;;0
952;211;10;498;97667;-13757;6,99E+15;968;0;0
2,8E+14;247;3,23E+15;5,72E+15;14831;-14446;339;0;;0
183;41;78;439;93137;-4195;334;0,000076;0;0
371;506;177;415;80074;-12365;941;0;;0
2,8E+14;659;43;241;9596;-11288;376;818;0;0
831;621;348;347;104004;-14177;252;866;;0
103;414;955;626;1,48169E+16;-5864;636;305;0;0
942;807;826;287;1,40051E+16;-503;599;408;;0
141;812;7,56E+15;8,14E+15;95018;-5445;265;0;;0
8,59E+15;371;152;494;80362;-14342;334;676;;0
974;38;11;405;13257;-18887;397;523;;0
762;695;3,33E+15;722;4,5226E+16;-13252;701;0;;0
974;397;67;385;101424;-21158;44;485;;0
267;503;853;723;8,9017E+15;-5,253E+15;432;7,71E+15;;0
357;6,92E+15;3,94E+15;281;119094;-9167;284;103;;0
307;513;7,17E+15;81;88921;-6113;296;0;;0
4,92E+15;586;589;183;94702;-7,533E+15;251;65000000000;;0
923;4,58E+15;855;228;1,35978E+16;-12331;971;872;;0
13;6,66E+15;935;465;115001;-2,973E+16;127;542;;0
861;57;248;185;98093;-12542;33;616;;0
337;544;626;344;13386;-7,736E+16;296;234;;0
991;314;547;961;8146;-23295;429;487;;0
53;722;38;3,88E+15;136006;-9597;625;0;;0
929;654;477;976;119299;-15076;526;308;;0
569;604;858;7,81E+15;126694;-3911;829;0;;0
246;586;889;326;128004;-7,656E+16;416;382;;0
977;523;787;337;113152;-23119;489;106;;0
364;405;821;5,71E+15;179991;-4336;374;575;;0
938;604;5,67E+15;6,86E+15;139608;-1,2404E+16;392;43200000000;;0
893;556;8,49E+15;966;63404;-3749;553;978;0;0
521;609;885;76;124959;-5,469E+15;642;0,00115;680;1
4,64E+15;638;813;754;112986;-3849;362;0;790;1
207;319;39;131;123368;-14161;358;4,03E+15;;0
929;435;121;233;138343;-13342;435;0,00165;20;0
159;4,59E+15;96;299;149964;-43;161;9;10;0
607;439;547;802;93826;-7018;302;113;;0
512;504;911;6,71E+15;106244;-297;738;123;;0
993;45;156;36;134395;-23346;476;82;150;0
826;584;231;514;137994;-1,6263E+16;157;282;0;0
17;951;7,24E+15;962;142019;-8709;237;6,71E+15;;0
967;7,07E+15;816;51;97534;-7539;3,83E+15;0;;0
784;498;6,89E+15;176;143804;-5849;772;0;610;1
6,58E+15;6,71E+15;3,28E+15;544;83281;-8039;302;0;;0
718;428;942;417;78842;-62;765;231;0;0
968;972;4,1E+14;449;87869;-2547;434;921;;0
721;574;496;57;75445;-9204;212;0,000126;0;0
187;3,98E+15;821;605;176787;-8682;757;701;10;0
994;431;517;406;99869;-25804;469;894;;0
306;807;4,97E+15;765;114523;-10656;297;323;670;1
782;664;46;792;1,70057E+16;-10974;105;0,000032;620;1
389;789;4,48E+15;713;18006;-8343;584;0,00102;;0
363;483;931;7,98E+15;17299;-3614;378;952;0;0
873;6,68E+15;758;665;94988;-6095;31;0;;0
888;102;504;32;75477;-27016;445;336;;0
1,69E+15;526;515;518;136543;-11169;389;816;700;1
449;433;356;241;124266;-12431;336;579;330;0
8,86E+15;534;313;3,99E+15;112876;-12701;317;916;0;0
525;526;358;4;78988;-7239;243;0;680;1
774;466;852;428;164032;-4487;585;0,000026;640;1
391;528;797;7,51E+15;143785;-7487;485;11;820;1
76;7,34E+15;626;44;98559;-5685;458;0,000654;640;1
15;606;949;436;120031;-2749;414;2,76E+11;630;1
5,59E+13;555;8,81E+15;654;13188;-6513;261;75;;0
993;624;7,24E+15;772;109951;-8202;485;0,00121;;0
518;5,49E+15;7,61E+15;4,37E+15;95672;-7311;276;5,14E+12;;0
216;764;4,48E+15;88;116096;-14135;623;0,00223;;0
0,00967;547;599;5,87E+15;116165;-6057;344;679;620;1
992;6,63E+15;126;999;111375;-13284;67;8,49E+15;;0
225;6,92E+15;711;875;125135;-7,498E+15;317;0;820;1
105;34;737;499;1,72022E+16;-4681;582;762;630;1
901;6,46E+15;746;4,63E+15;94257;-10379;552;0;;0
664;35;196;157;100359;-22379;677;316;0;0
331;664;848;6,76E+15;125983;-9316;599;12;;0
51;63;7,93E+15;858;13119;-6726;429;6;;0
0,00409;51;991;176;95015;-4823;891;3,23E+15;;0
763;656;271;2,9E+14;71723;-193;436;928;20;0
3,99E+15;633;855;7,93E+15;91697;-6983;296;0;;0
964;309;249;2,02E+15;75612;-36277;435;111;;0
987;357;1,64E+15;1,89E+15;97525;-2124;338;638;;0
528;526;8,32E+15;858;9735;-8953;562;587;;0
0,00534;225;964;418;137855;-4985;965;665;0;0
959;642;38;562;146003;-7,708E+15;386;8,42E+15;0;0
716;672;299;423;100044;-16963;432;977;;0
8,42E+15;655;473;5,72E+15;92962;-9806;267;323;630;1
882;795;4,59E+15;932;121984;-1653;39;8,96E+15;;0
981;6,78E+15;18;316;134499;-19877;5,33E+15;187;;0
316;755;578;581;94148;-8932;145;0;780;1
639;614;516;405;92146;-9325;296;0;0;0
136;805;735;8,17E+15;107413;-8096;295;0;;0
778;777;72;96;163905;-6,162E+15;803;0;750;1
642;674;285;777;1,42228E+16;-10607;3,23E+15;0;;0
114;4,32E+15;89;8,34E+15;77062;-3391;69;0,000496;;0
0,00011;28;924;27;106965;-4172;104;765;;0
124;626;565;924;11661;-10027;271;0;;0
161;887;512;605;99986;-10747;26;0;;0
5,87E+15;574;5,38E+15;124;112787;-8888;258;223;;0
153;6,71E+15;895;759;125047;-10572;438;616;;0
257;6,89E+15;6,94E+15;482;99039;-583;27;0;810;1
118;642;52;488;136014;-7886;387;509;670;1
989;251;658;39;89061;-23845;462;678;;0
336;433;8,54E+15;368;894;-3868;483;177;700;1
942;304;237;216;13755;-33314;396;901;;0
259;451;526;172;160037;-12116;347;764;;0
872;546;418;365;93248;-11672;384;898;;0
121;489;289;2,79E+15;8,8621E+15;-8589;266;0;;0
726;604;267;44;156192;-16349;319;144;;0
309;37;942;173;93854;-5803;145;221;220;0
326;38;6,61E+15;3,33E+15;1,72038E+16;-3,416E+16;273;0,000389;360;0
161;737;846;8,59E+15;109973;-5354;456;866;;0
633;71;67;963;105059;-7807;287;113;;0
256;787;6,73E+15;7,86E+15;110962;-4577;158;0,000357;790;1
647;695;818;916;119965;-5379;334;0,000487;750;1
78;293;237;108;92935;-817;284;0;690;1
4,53E+15;251;142;434;98729;-17185;36;175;0;0
118;7,81E+15;441;6,78E+15;102791;-1297;42;551;0;0
177;741;7,14E+15;7,09E+15;106038;-743;424;112;30;0
632;225;45;178;173247;-1512;348;927;370;0
151;5,82E+15;794;6;89809;-7939;343;0,00134;;0
573;705;91;841;108017;-6029;292;8,96E+15;;0
193;67;613;723;110651;-862;287;153;;0
955;418;155;297;77995;-1657;624;948;0;0
969;2,74E+15;104;135;104684;-22329;416;278;;0
31;2,32E+15;991;24;185695;-3699;222;0,000328;0;0
527;401;836;3,43E+15;150215;-4,661E+16;571;194;;0
747;509;205;285;12985;-14251;285;428;0;0
992;342;115;825;86022;-2838;583;411;0;0
1,42E+12;575;8;305;119981;-4159;312;0,00919;0;0
642;345;531;49;1,76302E+16;-12708;305;0,000728;690;1
845;623;733;275;74295;-16505;498;0;;0
614;6,68E+15;7,61E+15;797;200137;-9421;119;29;;0
2,72E+13;594;977;4,48E+15;117963;-53;887;353;;0
415;847;843;963;110027;-3579;106;134;730;1
195;7,44E+15;682;72;85069;-6157;395;0;;0
22;222;632;881;155135;-8984;416;0,00486;;0
892;473;213;508;1,72526E+16;-12513;538;1,2E+12;;0
2,19E+15;7,76E+15;6,73E+15;963;114511;-9811;466;0,00167;;0
272;6,46E+15;439;528;160387;-10837;818;0;670;1
985;243;139;337;105812;-15235;372;236;;0
977;3,34E+15;12;136;120672;-18476;384;934;;0
12;55;968;741;1,50848E+16;-395;479;0;;0
85;4,04E+15;253;131;172166;-13314;429;322;;0
205;628;7,07E+15;374;137994;-1,1074E+16;419;882;0;0
969;286;525;272;129415;-24597;365;901;;0
885;542;931;221;122675;-1,3391E+16;383;0;;0
102;7,17E+15;405;79;113983;-10373;407;514;20;0
56;8,59E+15;77;348;155025;-5358;345;0;650;1
982;43;388;457;80179;-22426;35;726;;0
932;327;325;25;66332;-14019;828;852;0;0
858;484;285;309;83259;-9062;102;1,27E+13;0;0
995;494;924;349;7632;-29571;437;938;;0
26;8,37E+15;607;931;116284;-6193;37;0,000308;620;1
286;514;825;655;125274;-5135;487;293;660;1
0,00119;292;985;49;105064;-4641;1,64E+15;956;;0
982;608;157;366;115105;-19052;363;0;;0
406;308;5,77E+15;394;13631;-10208;336;262;;0
993;212;542;756;83738;-25561;418;4,18E+12;;0
65800000000;469;7,24E+15;475;114993;-8,982E+15;541;733;0;0
914;877;154;369;71418;-33762;466;89;;0
972;351;841;879;161061;-4581;343;801;;0
969;192;205;4;7011;-17904;353;845;;0
4,38E+15;728;6,56E+15;8,86E+15;164993;-5484;156;0,000106;50;0
942;416;125;808;76262;-14764;426;0,000691;;0
937;5,48E+15;487;967;9425;-6871;359;211;0;0
941;423;188;241;110342;-1775;351;911;;0
139;8,22E+15;517;644;8,8998E+15;-8603;32;0;70;0
526;7,56E+15;529;295;130043;-6369;195;0,000124;;0
132;513;871;532;97962;-5941;686;5,1E+12;;0
174;518;901;873;115026;-3749;93;314;690;1
777;71;882;875;128016;-2932;595;771;660;1
493;502;767;291;120265;-5886;477;705;0;0
945;192;1,17E+15;663;70536;-21114;426;379;;0
2,19E+15;8,08E+15;955;4,92E+15;127018;-10186;459;695;;0
947;301;806;2,77E+15;148643;-2,2848E+15;428;998;;0
403;504;912;12;119984;-14115;449;934;;0
401;516;447;4,32E+15;14473;-571;307;0;;0
249;4,48E+15;311;786;7,5269E+15;-1334;302;298;0;0
936;126;934;493;16658;-36899;582;0,000115;;0
915;785;358;777;94974;-12614;409;633;;0
988;239;854;178;5,1811E+15;-37191;427;957;;0
985;192;362;441;105068;-29862;474;836;;0
787;7,56E+15;7,96E+15;946;139471;-5815;387;0;;0
365;643;8,37E+15;8,69E+15;174924;-3591;505;0;;0
136;233;902;28;97844;-4922;798;0;;0
616;42;287;389;171078;-14079;327;882;0;0
118;65;535;9;1738;-13325;282;0;;0
794;742;359;911;113155;-13845;395;591;0;0
38;526;605;439;9894;-8,636E+15;245;789;;0
122;6,78E+15;561;667;129535;-8337;553;207;;0
209;642;675;721;103006;-9695;108;0;0;0
8,03E+15;589;251;264;1173;-14482;419;0,00275;;0
861;395;7,51E+15;286;106988;-7,077E+15;453;0,000496;;0
11;37;653;346;1,64152E+16;-6819;263;0,00105;610;1
422;487;382;7,14E+15;116557;-10889;309;0,000474;760;1
828;561;877;27;115019;-6783;1,37E+15;0,000546;30;0
175;7,96E+15;909;271;101979;-4,531E+16;214;0,000553;50;0
133;812;568;921;123736;-106;856;286;;0
228;477;51;477;111893;-894;275;0;600;1
0,000273;418;857;12;14002;-5,133E+15;404;805;630;1
57;532;262;12;144511;-8138;294;0,000309;;0
585;493;8,37E+15;43;1,29973E+16;-9873;1;176;;0
675;561;113;213;140028;-16493;284;0;0;0
289;389;302;135;122786;-1,6249E+16;412;866;0;0
579;6,66E+15;449;163;126917;-10752;3;0,00281;;0
8,34E+15;726;396;929;132226;-14323;305;0;;0
62;298;507;212;94991;-10504;374;8,81E+15;;0
823;228;248;1;150845;-10981;377;473;240;0
531;423;532;314;112519;-7184;455;0;;0
991;908;76;348;105016;-10851;1,16E+15;728;;0
298;615;66;185;115037;-555;32;0;600;1
809;6,61E+15;787;634;165528;-5759;314;0;10;0
796;759;578;944;105598;-1256;468;0,00818;700;1
375;531;5,82E+15;3,67E+15;150174;-10119;375;0,000736;0;0
6,86E+15;476;379;212;179967;-8,653E+15;394;0;;0
112;321;915;2,02E+15;134957;-6018;544;151;;0
139;657;8,86E+15;347;139938;-412;486;581;;0
178;856;721;902;10098;-6813;779;0,00214;610;1
355;5,66E+15;486;5,59E+15;111708;-9194;2,8E+14;113;;0
1,71E+11;223;895;97;1,62573E+16;-8,277E+15;521;7,61E+15;0;0
161;5,59E+15;7,24E+15;617;109215;-9869;352;206;;0
5,33E+15;6,51E+15;941;8,44E+15;13683;-346;155;0;;0
983;187;353;346;60133;-25257;416;265;;0
865;3,38E+15;135;369;111786;-24872;549;214;;0
