acousticness,danceability,energy,valence,tempo,loudness,speechiness,instrumentalness,track_popularity,is_hit
0.00221,0.701,0.802,0.154,123.008,-7.887,0.0407,0.396,54.0,1
0.53,0.4320000000000001,0.617,0.873,98.326,-3.125,0.049,0.0055299999999999,62.0,1
0.1119999999999999,0.4679999999999999,0.779,0.26,173.799,-4.839,0.0779,0.000373,82.0,1
0.6829999999999999,0.64,0.584,0.31,130.118,-7.379,0.0459,0.0,6.0,0
0.000145,0.597,0.919,0.73,113.987,-2.954,0.044,0.0,66.0,1
0.8859999999999999,0.584,0.207,0.3939999999999999,127.856,-13.843,0.0451,0.0,,0
0.0571,0.519,0.731,0.296,82.96700000000001,-3.993,0.0402,0.0,52.0,1
0.00564,0.618,0.767,0.239,124.067,-5.024,0.0491,0.0,56.0,1
0.0172,0.433,0.888,0.557,93.892,-7.431,0.0543,0.0971,,0
0.0234,0.5379999999999999,0.953,0.74,100.033,-5.6110000000000015,0.0559999999999999,0.00126,69.0,1
0.000363,0.256,0.977,0.664,168.97099999999998,-2.131,0.0939,0.42,,0
0.00255,0.564,0.8490000000000001,0.634,157.905,-2.619,0.248,0.0,55.0,1
0.135,0.7040000000000001,0.927,0.166,130.003,-8.535,0.0632,2.4e-06,1.0,0
0.0001159999999999,0.45,0.975,0.262,103.983,-3.905,0.0982,0.00114,,0
0.3339999999999999,0.3339999999999999,0.617,0.603,85.227,-5.834,0.3829999999999999,0.0,67.0,1
0.0321,0.537,0.8690000000000001,0.369,117.102,-6.961,0.0559,0.0,,0
0.186,0.476,0.472,0.147,73.169,-9.427,0.0343,4.15e-05,,0
0.691,0.635,0.369,0.738,135.664,-9.541,0.105,4.81e-06,51.0,1
0.00158,0.396,0.7809999999999999,0.201,145.06,-5.148,0.0377,0.0,55.0,1
0.417,0.253,0.255,0.068,175.548,-10.752,0.0351,0.0611,55.0,1
0.7240000000000001,0.622,0.146,0.119,123.491,-13.6,0.0317,6.34e-05,,0
0.895,0.581,0.161,0.853,158.327,-17.32,0.0505,0.0099099999999999,,0
0.0286,0.626,0.942,0.779,89.87899999999998,-3.985,0.251,0.0,,0
0.63,0.5920000000000001,0.33,0.27,113.093,-13.107,0.0286,1.06e-05,0.0,0
0.483,0.873,0.816,0.79,96.067,-4.645,0.256,0.0,61.0,1
0.0156,0.5479999999999999,0.74,0.484,109.979,-6.356,0.037,0.0,52.0,1
0.00178,0.422,0.911,0.5760000000000001,161.968,-4.723,0.0489,0.0201,,0
0.743,0.7170000000000001,0.397,0.48,94.072,-8.613999999999999,0.0269,0.0,58.0,1
0.00801,0.856,0.609,0.928,114.988,-7.223,0.0824,8.149999999999999e-05,83.0,1
0.0581,0.7020000000000001,0.742,0.701,113.347,-4.731,0.395,0.0,,0
0.00235,0.347,0.982,0.146,115.64,-3.399,0.128,0.0237,55.0,1
0.00199,0.768,0.826,0.926,114.997,-4.904,0.0335,0.000374,66.0,1
0.315,0.772,0.841,0.691,116.966,-4.645,0.038,2.53e-06,3.0,0
0.8740000000000001,0.43,0.409,0.5,172.021,-9.448,0.0402,0.00049,,0
0.58,0.33,0.665,0.701,189.08900000000003,-7.2120000000000015,0.322,0.0174,,0
0.0208,0.624,0.857,0.324,131.92600000000002,-6.25,0.0542,0.206,61.0,1
0.3929999999999999,0.583,0.608,0.21,120.096,-8.587,0.306,1.4800000000000002e-05,,0
0.439,0.585,0.4529999999999999,0.537,157.155,-8.257,0.0299,0.00171,,0
0.00179,0.465,0.736,0.752,156.064,-6.272,0.0285,0.00183,29.0,0
